,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
3717,Volkswagen,e-Golf,2015,electric,115.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,105.0,126.0,873.0,35445
3718,Volkswagen,e-Golf,2016,electric,115.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,105.0,126.0,873.0,28995
3719,Volkswagen,e-Golf,2016,electric,115.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,105.0,126.0,873.0,35595
3720,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16.0,12.0,5657.0,31460
3721,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17.0,13.0,5657.0,26630
3722,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17.0,13.0,5657.0,27630
3723,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17.0,13.0,5657.0,28985
3724,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17.0,13.0,5657.0,27840
3725,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16.0,12.0,5657.0,30560
3726,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17.0,13.0,5657.0,27325
3727,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16.0,12.0,5657.0,31485
3728,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17.0,13.0,5657.0,30145
3729,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17.0,13.0,5657.0,28785
3730,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17.0,13.0,5657.0,28540
3731,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16.0,12.0,5657.0,32385
3732,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16.0,13.0,5657.0,28600
3733,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16.0,12.0,5657.0,32760
3734,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16.0,13.0,5657.0,30060
3735,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16.0,13.0,5657.0,31420
3736,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16.0,12.0,5657.0,33660
3737,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16.0,13.0,5657.0,29815
3738,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16.0,13.0,5657.0,28760
3739,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,34320
3740,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,35620
3741,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,34160
3742,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16.0,13.0,5657.0,31200
3743,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,31855
3744,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,35245
3745,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,36545
3746,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,32785
3747,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,35085
3748,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16.0,13.0,5657.0,29455
3749,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16.0,13.0,5657.0,31900
3750,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16.0,13.0,5657.0,32675
3751,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,37320
3752,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,36020
3753,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,35860
3754,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15.0,11.0,5657.0,33560
3755,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16.0,13.0,5657.0,30230
3756,Mercedes-Benz,E55 AMG,1999,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,21.0,15.0,617.0,5878
3757,Mercedes-Benz,E55 AMG,2000,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,21.0,15.0,617.0,6120
3758,Toyota,ECHO,2003,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,38.0,30.0,2031.0,10775
3759,Toyota,ECHO,2003,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,36.0,28.0,2031.0,11575
3760,Toyota,ECHO,2003,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,38.0,30.0,2031.0,10245
3761,Toyota,ECHO,2003,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,36.0,28.0,2031.0,11045
3762,Toyota,ECHO,2004,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,38.0,30.0,2031.0,10885
3763,Toyota,ECHO,2004,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,36.0,28.0,2031.0,11685
3764,Toyota,ECHO,2004,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,36.0,28.0,2031.0,11155
3765,Toyota,ECHO,2004,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,38.0,30.0,2031.0,10355
3766,Toyota,ECHO,2005,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,38.0,30.0,2031.0,10985
3767,Toyota,ECHO,2005,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,36.0,28.0,2031.0,11255
3768,Toyota,ECHO,2005,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,36.0,28.0,2031.0,11785
3769,Toyota,ECHO,2005,regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,38.0,30.0,2031.0,10455
3770,Mitsubishi,Eclipse Spyder,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Convertible,26.0,19.0,436.0,27799
3771,Mitsubishi,Eclipse Spyder,2010,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Convertible,24.0,16.0,436.0,32599
3772,Mitsubishi,Eclipse Spyder,2011,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Convertible,24.0,16.0,436.0,32599
3773,Mitsubishi,Eclipse Spyder,2011,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Convertible,27.0,20.0,436.0,27999
3774,Mitsubishi,Eclipse Spyder,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Convertible,27.0,20.0,436.0,28299
3775,Mitsubishi,Eclipse Spyder,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Convertible,24.0,16.0,436.0,32599
3776,Mitsubishi,Eclipse Spyder,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Convertible,27.0,20.0,436.0,27999
3777,Mitsubishi,Eclipse,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27.0,20.0,436.0,24699
3778,Mitsubishi,Eclipse,2010,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,20699
3779,Mitsubishi,Eclipse,2010,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,24.0,16.0,436.0,29089
3780,Mitsubishi,Eclipse,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27.0,20.0,436.0,21699
3781,Mitsubishi,Eclipse,2010,premium unleaded (recommended),265.0,6.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25.0,16.0,436.0,28089
3782,Mitsubishi,Eclipse,2011,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,24699
3783,Mitsubishi,Eclipse,2011,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,19999
3784,Mitsubishi,Eclipse,2011,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,18999
3785,Mitsubishi,Eclipse,2011,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25.0,17.0,436.0,29089
3786,Mitsubishi,Eclipse,2012,regular unleaded,162.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,19499
3787,Mitsubishi,Eclipse,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,20499
3788,Mitsubishi,Eclipse,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,24699
3789,Mitsubishi,Eclipse,2012,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25.0,17.0,436.0,29089
3790,Mitsubishi,Eclipse,2012,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28.0,20.0,436.0,24699
3791,Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28.0,20.0,5657.0,30095
3792,Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28.0,20.0,5657.0,33495
3793,Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30.0,20.0,5657.0,28100
3794,Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30.0,20.0,5657.0,31500
3795,Ford,Edge,2015,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24.0,17.0,5657.0,40095
3796,Ford,Edge,2015,regular unleaded,315.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,18.0,5657.0,38100
3797,Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28.0,20.0,5657.0,37595
3798,Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30.0,20.0,5657.0,35600
3799,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30.0,20.0,5657.0,28700
3800,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28.0,20.0,5657.0,30695
3801,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30.0,20.0,5657.0,31790
3802,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28.0,20.0,5657.0,37595
3803,Ford,Edge,2016,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,24.0,17.0,5657.0,40900
3804,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28.0,20.0,5657.0,33785
3805,Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30.0,20.0,5657.0,35600
3806,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29.0,21.0,5657.0,28950
3807,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,20.0,5657.0,37595
3808,Ford,Edge,2017,regular unleaded,315.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,24.0,17.0,5657.0,40900
3809,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,20.0,5657.0,30945
3810,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27.0,20.0,5657.0,33785
3811,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29.0,20.0,5657.0,31790
3812,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29.0,20.0,5657.0,35600
3813,Oldsmobile,Eighty-Eight Royale,1993,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3814,Oldsmobile,Eighty-Eight Royale,1993,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3815,Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3816,Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3817,Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3818,Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3819,Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3820,Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3821,Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3822,Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3823,Oldsmobile,Eighty-Eight,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3824,Oldsmobile,Eighty-Eight,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2000
3825,Oldsmobile,Eighty-Eight,1998,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,26.0,2000
3826,Oldsmobile,Eighty-Eight,1998,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,26.0,2098
3827,Oldsmobile,Eighty-Eight,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,26.0,2210
3828,Oldsmobile,Eighty-Eight,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,26.0,2107
3829,Oldsmobile,Eighty-Eight,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,26.0,2320
3830,Hyundai,Elantra Coupe,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,37.0,27.0,1439.0,18595
3831,Hyundai,Elantra Coupe,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,37.0,27.0,1439.0,18595
3832,Hyundai,Elantra Coupe,2013,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,38.0,28.0,1439.0,19895
3833,Hyundai,Elantra Coupe,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,37.0,27.0,1439.0,20895
3834,Hyundai,Elantra Coupe,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,37.0,27.0,1439.0,20895
3835,Hyundai,Elantra Coupe,2013,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,38.0,28.0,1439.0,17595
3836,Hyundai,Elantra Coupe,2014,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,34.0,24.0,1439.0,19600
3837,Hyundai,Elantra Coupe,2014,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,34.0,24.0,1439.0,19600
3838,Hyundai,Elantra GT,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,1439.0,19800
3839,Hyundai,Elantra GT,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34.0,24.0,1439.0,18800
3840,Hyundai,Elantra GT,2016,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,1439.0,18800
3841,Hyundai,Elantra GT,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33.0,24.0,1439.0,19800
3842,Hyundai,Elantra GT,2017,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32.0,24.0,1439.0,18800
3843,Hyundai,Elantra GT,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32.0,24.0,1439.0,19800
3844,Hyundai,Elantra Touring,2010,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30.0,23.0,1439.0,17195
3845,Hyundai,Elantra Touring,2010,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30.0,23.0,1439.0,19795
3846,Hyundai,Elantra Touring,2010,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31.0,23.0,1439.0,15995
3847,Hyundai,Elantra Touring,2010,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31.0,23.0,1439.0,18995
3848,Hyundai,Elantra Touring,2011,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31.0,23.0,1439.0,15995
3849,Hyundai,Elantra Touring,2011,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31.0,23.0,1439.0,19495
3850,Hyundai,Elantra Touring,2011,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30.0,23.0,1439.0,17195
3851,Hyundai,Elantra Touring,2011,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30.0,23.0,1439.0,20295
3852,Hyundai,Elantra Touring,2012,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30.0,23.0,1439.0,17195
3853,Hyundai,Elantra Touring,2012,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31.0,23.0,1439.0,15995
3854,Hyundai,Elantra Touring,2012,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31.0,23.0,1439.0,19495
3855,Hyundai,Elantra Touring,2012,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30.0,23.0,1439.0,20295
3856,Hyundai,Elantra,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,35.0,24.0,1439.0,22600
3857,Hyundai,Elantra,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,27.0,1439.0,21700
3858,Hyundai,Elantra,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,38.0,28.0,1439.0,18250
3859,Hyundai,Elantra,2015,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,27.0,1439.0,17250
3860,Hyundai,Elantra,2015,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,35.0,24.0,1439.0,22600
3861,Hyundai,Elantra,2015,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,34.0,24.0,1439.0,21600
3862,Hyundai,Elantra,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,27.0,1439.0,21700
3863,Hyundai,Elantra,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Compact,Sedan,35.0,24.0,1439.0,21250
3864,Hyundai,Elantra,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,38.0,28.0,1439.0,18250
3865,Hyundai,Elantra,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,35.0,24.0,1439.0,21250
3866,Hyundai,Elantra,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,27.0,1439.0,21700
3867,Hyundai,Elantra,2016,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Performance,Compact,Sedan,34.0,24.0,1439.0,20250
3868,Hyundai,Elantra,2016,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,27.0,1439.0,17250
3869,Hyundai,Elantra,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,27.0,1439.0,21700
3870,Hyundai,Elantra,2016,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,38.0,28.0,1439.0,19700
3871,Hyundai,Elantra,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,38.0,29.0,1439.0,18150
3872,Hyundai,Elantra,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,28.0,1439.0,22350
